"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","List Office Name","Price"
"VAFX2307020","RES","ACT","1289 Ballantrae Farm Dr","Mclean","Fairfax, VA","9","9/1","Detached","04/27/26","Ultima Properties, Inc. (SHS1)","$5,250,000"
"VAFX2305076","RES","ACT","8220 Crestwood Heights Dr #301","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/29/26","Weichert, REALTORS (WEI69)","$720,000"
"VAFX2302558","RES","ACT","6704 Lupine Ln","Mclean","Fairfax, VA","5","5/2","Detached","05/01/26","TTR Sothebys International Realty (TTRS3)","$5,999,900"
"VAFX2305988","RES","ACT","8220 Crestwood Heights Dr #1204","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/30/26","TTR Sotheby's International Realty (TTRS2)","$1,098,750"
"VAFX2306160","RES","ACT","5918 Chesterbrook Rd","Mclean","Fairfax, VA","7","7/1","Detached","04/24/26","Innovation Properties, LLC (ZOOME1)","$3,900,000"
"VAFX2293026","RES","ACT","938 Saigon Rd","Mclean","Fairfax, VA","6","7/1","Detached","04/24/26","Compass (COMPS5)","$5,995,000"
"VAFX2306140","RES","ACT","1524 Lincoln Way #209","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/23/26","Premiere Realty (PMEE1)","$285,000"
"VAFX2294384","RES","ACT","1513 Oakview Dr","Mclean","Fairfax, VA","5","6/1","Detached","05/13/26","Samson Properties (SAMP4)","$3,798,000"
"VAFX2305986","RES","ACT","1625 International Dr #316","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","04/23/26","Long & Foster Real Estate, Inc. (LNG127)","$495,000"
"VAFX2305892","RES","ACT","1515 Crestwood Ln","Mclean","Fairfax, VA","6","6/3","Detached","04/23/26","KW Metro Center (KWR17)","$4,450,000"
"VAFX2300968","RES","ACT","1800 Old Meadow Rd #1006","Mclean","Fairfax, VA","3","2/1","Unit/Flat/Apartment","04/22/26","Corcoran McEnearney (MCE3)","$658,333"
"VAFX2305306","RES","ACT","1054 Kinglet Ct","Mclean","Fairfax, VA","7","6/1","Detached","06/13/26","KW Metro Center (KWR17)","$3,349,000"
"VAFX2305220","RES","ACT","1761 Old Meadow Rd #221","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/22/26","RE/MAX Gateway, LLC (RMAX110)","$1,199,990"
"VAFX2304652","RES","ACT","6610 Madison McLean Drive Dr","Mclean","Fairfax, VA","3","3/1","End of Row/Townhouse","05/06/26","Compass (COMPS6)","$1,399,500"
"VAFX2304850","RES","ACT","1600 Spring Gate Dr #2207","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","04/20/26","Spring Hill Real Estate, LLC. (SHIL1)","$510,000"
"VAFX2303688","RES","ACT","6900 Fleetwood Rd #612","Mclean","Fairfax, VA","3","2/1","Penthouse Unit/Flat/Apartment","04/17/26","TTR Sothebys International Realty (TTRS3)","$2,699,000"
"VAFX2297168","RES","ACT","5850 Upton St","Mclean","Fairfax, VA","6","6/2","Detached","05/04/26","Keller Williams Realty (KWR21)","$4,495,000"
"VAFX2303716","RES","ACT","1288 Ballantrae Farm Dr","Mclean","Fairfax, VA","12","11/6","Detached","04/15/26","Washington Fine Properties, LLC (WFP4)","$29,950,000"
"VAFX2303468","RES","ACT","7100 Tyndale St","Mclean","Fairfax, VA","4","3/0","Detached","04/14/26","Corcoran McEnearney (MCE3)","$1,350,000"
"VAFX2303280","RES","ACT","926 Saigon Rd","Mclean","Fairfax, VA","5","5","Detached","07/01/26","Engel & Volkers Washington, DC (GNLN1)","$1,950,000"
"VAFX2303076","RES","ACT","7887 Jones Branch Dr #1503","Mclean","Fairfax, VA","1","1","Penthouse Unit/Flat/Apartment","04/15/26","Samson Properties (SAMP24)","$749,888"
"VAFX2302910","RES","ACT","6900 Fleetwood Rd #318","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/17/26","Long & Foster Real Estate, Inc. (LNG83)","$1,999,500"
"VAFX2301514","RES","ACT","827 Dolley Madison Blvd","Mclean","Fairfax, VA","7","8/2","Detached","04/09/26","TTR Sotheby's International Realty (TTRS5)","$5,990,000"
"VAFX2298460","RES","ACT","8230 Weller Ave","Mclean","Fairfax, VA","6","6/4","Detached","04/09/26","Washington Fine Properties, LLC (WFP4)","$5,775,000"
"VAFX2301266","RES","ACT","1450 Emerson Ave #G04-4","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/12/26","Washington Fine Properties, LLC (WFP4)","$989,000"
"VAFX2301822","RES","ACT","7839 Enola St #TA3","Mclean","Fairfax, VA","3","2/0","Unit/Flat/Apartment","05/29/26","Compass (COMPS5)","$415,000"
"VAFX2292940","RES","ACT","1006 Kimberwicke Rd","Mclean","Fairfax, VA","4","4/1","Detached","04/10/26","Long & Foster Real Estate, Inc. (LNG51)","$1,699,000"
"VAFX2301466","RES","ACT","6116 Franklin Park Rd","Mclean","Fairfax, VA","5","3/1","Detached","04/24/26","Long & Foster Real Estate, Inc. (LNG83)","$1,798,000"
"VAFX2301356","RES","ACT","825 Whann Ave","Mclean","Fairfax, VA","6","6/3","Detached","04/09/26","Washington Fine Properties, LLC (WFP4)","$7,496,000"
"VAFX2300512","RES","ACT","6928 Whitehall Pl","Mclean","Fairfax, VA","6","6/2","Detached","04/09/26","Washington Fine Properties, LLC (WFP4)","$3,199,000"
"VAFX2301326","RES","ACT","1420 Kurtz Rd","Mclean","Fairfax, VA","5","5/2","Detached","04/09/26","Washington Fine Properties, LLC (WFP4)","$3,499,000"
"VAFX2301036","RES","ACT","1400 Audmar Dr","Mclean","Fairfax, VA","4","3/0","Detached","04/08/26","EXP Realty, LLC (EXPY11)","$1,799,000"
"VAFX2293584","RES","ACT","7308 Aynsley Ln","Mclean","Fairfax, VA","4","4/1","Interior Row/Townhouse","06/05/26","KW Metro Center (KWR17)","$1,249,900"
"VAFX2300704","RES","ACT","911 Rail Ct","Mclean","Fairfax, VA","5","4/0","Detached","05/20/26","Long & Foster Real Estate, Inc. (LNG78)","$1,850,000"
"VAFX2298978","RES","ACT","891 Chinquapin Rd","Mclean","Fairfax, VA","5","5/2","Detached","04/21/26","Douglas Elliman of Metro DC, LLC (DEMDC1)","$2,650,000"
"VAFX2288744","RES","ACT","904 Mackall Ave","Mclean","Fairfax, VA","7","5/3","Detached","03/30/26","Washington Fine Properties, LLC (WFP4)","$4,499,000"
"VAFX2298430","RES","ACT","1450 Emerson Ave #G05","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/10/26","Keller Williams Realty (KWR21)","$1,199,000"
"VAFX2299046","RES","ACT","8220 Crestwood Heights Dr #1215","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","03/26/26","SilverLine Realty & Investment LLC (COMT1)","$775,000"
"VAFX2297528","RES","ACT","1101 Clover Dr","Mclean","Fairfax, VA","6","7/3","Detached","03/21/26","Samson Properties (SAMP1)","$4,897,000"
"VAFX2293326","RES","ACT","7600 Tremayne Pl #301","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","06/25/26","EXP Realty, LLC (EXXPR1)","$390,000"
"VAFX2297144","RES","ACT","1705 East Ave","Mclean","Fairfax, VA","6","7/2","Detached","03/18/26","EXP Realty, LLC (EXPY17)","$4,439,000"
"VAFX2296568","RES","ACT","7923 Lewinsville","Mclean","Fairfax, VA","5","3/0","Detached","03/16/26","Cottage Street Realty LLC (CTST1)","$1,350,000"
"VAFX2296396","RES","ACT","6529 Sothoron Rd","Mclean","Fairfax, VA","6","7/2","Detached","03/23/26","TTR Sothebys International Realty (TTRS3)","$10,995,000"
"VAFX2296016","RES","ACT","1159 Crest Ln","Mclean","Fairfax, VA","4","5/0","Detached","04/07/26","Washington Fine Properties, LLC (WFP4)","$11,900,000"
"VAFX2296222","RES","ACT","1429 Spring Vale Ave","Mclean","Fairfax, VA","4","3/1","Detached","03/13/26","Pearson Smith Realty, LLC (PSTH3)","$2,362,500"
"VAFX2294804","RES","ACT","1600 Spring Gate Dr #2206","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","03/16/26","Premiere Realty (PMEE1)","$377,990"
"VAFX2294312","RES","ACT","7887 Jones Branch Dr #1701","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","03/12/26","Compass (COMPS20)","$2,690,000"
"VAFX2289916","RES","ACT","8220 Crestwood Heights Dr #812","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","06/02/26","Long & Foster Real Estate, Inc. (LNG83)","$1,080,000"
"VAFX2290900","RES","ACT","1889 Virginia Ave","Mclean","Fairfax, VA","7","7/1","Detached","03/06/26","Washington Fine Properties, LLC (WFP4)","$3,499,000"
"VAFX2283626","RES","ACT","8757 Brook Road","Mclean","Fairfax, VA","6","6/1","Detached","03/04/26","TTR Sothebys International Realty (TTRS3)","$4,800,000"
"VAFX2292820","RES","ACT","7818 Georgetown Pike","Mclean","Fairfax, VA","4","3/0","Detached","02/27/26","Property Collective (PROPCOL1)","$1,500,000"
"VAFX2290030","RES","ACT","1917 Kenbar Ct","Mclean","Fairfax, VA","8","8/2","Detached","04/27/26","Homecoin.com (HMECOIN1)","$5,499,000"
"VAFX2292502","RES","ACT","1800 Old Meadow Rd #1409","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","02/26/26","NetRealtyNow.com, LLC (NRN2)","$295,000"
"VAFX2289520","RES","ACT","1306 Ballantrae Ct","Mclean","Fairfax, VA","6","8/1","Detached","02/19/26","Serhant (SERH2)","$10,150,000"
"VAFX2291238","RES","ACT","6871 Churchill Rd","Mclean","Fairfax, VA","4","3/1","Detached","02/18/26","Signature Home Realty LLC (PHHR1)","$1,299,900"
"VAFX2290292","RES","ACT","949 Bellview Rd","Mclean","Fairfax, VA","3","5/2","Detached","02/13/26","Washington Fine Properties, LLC (WFP3)","$2,830,000"
"VAFX2287616","RES","ACT","6013 Woodland Ter","Mclean","Fairfax, VA","6","6/2","Detached","02/12/26","Keller Williams Realty (KWR21)","$3,695,000"
"VAFX2290278","RES","ACT","8537 Old Dominion Dr","Mclean","Fairfax, VA","9","10/1","Detached","02/25/26","Keller Williams Realty (KWR6)","$4,276,000"
"VAFX2287446","RES","ACT","1935 Foxhall Rd","Mclean","Fairfax, VA","6","6/2","Detached","01/30/26","Samson Properties (SAMP14)","$3,090,000"
"VAFX2286050","RES","ACT","1710 Dalewood Place","Mclean","Fairfax, VA","7","7/2","Detached","01/15/26","Pearson Smith Realty, LLC (PSTH3)","$4,495,000"
"VAFX2285840","RES","ACT","7047 Liberty Ln #32","Mclean","Fairfax, VA","3","2/2","Interior Row/Townhouse","01/14/26","Keller Williams Realty (KWR21)","$2,790,000"
"VAFX2284114","RES","ACT","612 Rivercrest Dr","Mclean","Fairfax, VA","5","9/3","Detached","03/03/26","Long & Foster Real Estate, Inc. (LNG83)","$17,198,000"
"VAFX2282102","RES","ACT","6910 Bright Ave","Mclean","Fairfax, VA","6","6/2","Detached","01/11/26","Fairfax Realty of Tysons (FRX2)","$3,999,999"
"VAFX2283942","RES","ACT","6800 Fleetwood Rd #705","Mclean","Fairfax, VA","1","1/1","Other","06/15/26","Motheramerica Real Estate (MOTH1)","$299,500"
"VAFX2279970","RES","ACT","9200 Falls Run Rd","Mclean","Fairfax, VA","6","3/3","Detached","01/15/26","Samson Properties (SAMP1)","$4,250,000"
"VAFX2280252","RES","ACT","6884 Churchill Rd","Mclean","Fairfax, VA","6","6/2","Detached","06/01/26","TTR Sothebys International Realty (TTRS3)","$4,250,000"
"VAFX2278248","RES","ACT","8652 Belle Tree","Mclean","Fairfax, VA","6","6/3","Detached","11/13/25","Corcoran McEnearney (MCE3)","$8,300,000"
"VAFX2277828","RES","ACT","1339 Hawkin Rd","Mclean","Fairfax, VA","6","6/3","Detached","11/13/25","Corcoran McEnearney (MCE3)","$6,365,000"
"VAFX2277936","RES","ACT","8023 Lewinsville Rd","Mclean","Fairfax, VA","6","6/2","Detached","11/05/25","Samson Properties (SAMP14)","$2,780,000"
"VAFX2276750","RES","ACT","7205 Bayside Ct","Mclean","Fairfax, VA","6","6/1","Detached","05/31/26","Urban Pace Polaris, Inc. (UPPINC1)","$3,500,000"
"VAFX2274512","RES","ACT","658 Live Oak Dr","Mclean","Fairfax, VA","7","8/3","Detached","10/17/25","Long & Foster Real Estate, Inc. (LNG83)","$14,900,000"
"VAFX2275106","RES","ACT","7043 Liberty Ln","Mclean","Fairfax, VA","3","2/2","Interior Row/Townhouse","10/16/25","Keller Williams Realty (KWR21)","$2,659,900"
"VAFX2274778","RES","ACT","1622 Chain Bridge Rd","Mclean","Fairfax, VA","3","2/2","Interior Row/Townhouse","10/15/25","Keller Williams Realty (KWR21)","$2,599,000"
"VAFX2274760","RES","ACT","1620 Chain Bridge Rd","Mclean","Fairfax, VA","4","3/2","End of Row/Townhouse","10/15/25","Keller Williams Realty (KWR21)","$2,915,900"
"VAFX2273122","RES","ACT","8220 Crestwood Heights Dr #712","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","03/31/26","BMI  REALTORS INC. (BMII1)","$1,129,000"
"VAFX2273190","RES","ACT","8355 Alvord St","Mclean","Fairfax, VA","5","4/0","Detached","10/18/25","Samson Properties (SAMP6)","$2,635,000"
"VAFX2245042","RES","ACT","1102 Chain Bridge Rd","Mclean","Fairfax, VA","6","6/4","Detached","01/12/26","TTR Sotheby's International Realty (TTRS5)","$16,000,000"
"VAFX2265468","RES","ACT","7009 Benjamin St","Mclean","Fairfax, VA","7","8/2","Detached","09/11/25","Compass (COMPS5)","$9,500,000"
"VAFX2262386","RES","ACT","1111 Crest Ln","Mclean","Fairfax, VA","6","6/2","Detached","03/04/26","Washington Fine Properties, LLC (WFP4)","$4,495,000"
"VAFX2262892","RES","ACT","1441 Woodacre Dr","Mclean","Fairfax, VA","6","6/2","Detached","03/30/26","Samson Properties (SAMP14)","$5,195,000"
"VAFX2264172","RES","ACT","703 Potomac Knolls Dr","Mclean","Fairfax, VA","6","9/3","Detached","12/08/25","Long & Foster Real Estate, Inc. (LNG83)","$39,000,000"
"VAFX2255754","RES","ACT","1436 Layman St","Mclean","Fairfax, VA","6","6/1","Detached","06/05/26","Samson Properties (SAMP1)","$2,849,900"
"VAFX2255612","RES","ACT","1468 Highwood Dr","Mclean","Fairfax, VA","5","3/1","Detached","07/12/25","Keller Williams Realty (KWR21)","$1,495,000"
"VAFX2255684","RES","ACT","7049 Liberty Ln","Mclean","Fairfax, VA","4","3/2","End of Row/Townhouse","07/11/25","Keller Williams Realty (KWR21)","$2,949,900"
"VAFX2254808","RES","ACT","1171 Chain Bridge Rd","Mclean","Fairfax, VA","8","10/3","Detached","08/06/25","Long & Foster Real Estate, Inc. (LNG83)","$18,000,000"
"VAAR2058734","RES","ACT","400 Chain Bridge","Mclean","Arlington, VA","5","4/1","Detached","06/28/25","Long & Foster Real Estate, Inc. (LNG83)","$5,800,000"
"VAFX2246666","RES","ACT","7008 Arbor Ln","Mclean","Fairfax, VA","5","7/2","Detached","03/05/26","KW Metro Center (KWR17)","$5,295,000"
"VAFX2246364","RES","ACT","6804 Benjamin St","Mclean","Fairfax, VA","6","6/3","Detached","06/11/25","Long & Foster Real Estate, Inc. (LNG338)","$4,800,000"
"VAFX2221308","RES","ACT","7024 Green Oak Dr","Mclean","Fairfax, VA","7","6/1","Detached","05/30/25","Long & Foster Real Estate, Inc. (LNG83)","$9,900,000"
"VAFX2237522","RES","ACT","5908 Calla Dr","Mclean","Fairfax, VA","6","6/3","Detached","11/22/25","KW Metro Center (KWR17)","$4,295,000"
"VAFX2231296","RES","ACT","3946 N Dumbarton St","Mclean","Fairfax, VA","7","7/2","Detached","03/20/26","Keller Williams Realty (KWR21)","$4,295,000"
"VAFX2217812","RES","ACT","1537 Cedar Ave","Mclean","Fairfax, VA","4","4/1","End of Row/Townhouse","02/20/25","Samson Properties (SAMP14)","$1,125,000"
"VAFX2146926","RES","ACT","725 Lawton St","Mclean","Fairfax, VA","6","7/3","Detached","11/15/24","Samson Properties (SAMP1)","$5,489,000"
"VAFX2321490","RES","A/C","1018 Salt Meadow Ln","Mclean","Fairfax, VA","4","2/1","Detached","07/01/26","LuxManor Real Estate, Inc (LXRE1)","$1,585,000"
"VAFX2320834","RES","A/C","1707 Westwind Way #8","Mclean","Fairfax, VA","2","1/1","End of Row/Townhouse","06/30/26","Keller Williams Realty (KWR21)","$490,000"
"VAFX2320774","RES","A/C","1832 Briar Ridge Ct","Mclean","Fairfax, VA","5","3/1","Detached","06/26/26","Compass (COMPS6)","$1,750,000"
"VAFX2321360","RES","A/C","1712 East Ave","Mclean","Fairfax, VA","6","5/1","Detached","06/26/26","Corcoran McEnearney (MCE3)","$2,525,000"
"VAFX2301434","RES","A/C","1462 Hampton Hill Cir","Mclean","Fairfax, VA","4","4","Interior Row/Townhouse","06/29/26","Samson Properties (SAMP14)","$1,250,000"
"VAFX2321694","RES","A/C","6615 Malta Ln","Mclean","Fairfax, VA","6","8/3","Detached","06/24/26","Washington Fine Properties, LLC (WFP4)","$13,900,000"
"VAFX2319112","RES","A/C","8220 Crestwood Heights Dr #206","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","06/30/26","Berkshire Hathaway HomeServices PenFed Realty (PFED36)","$440,000"
"VAFX2318730","RES","A/C","1303 Elsinore Ave","Mclean","Fairfax, VA","6","6/3","Detached","07/01/26","Compass (COMPS5)","$3,595,000"
"VAFX2318696","RES","A/C","1800 Old Meadow Rd #1601","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/19/26","Long & Foster Real Estate, Inc. (LNG183)","$439,000"
"VAFX2315682","RES","A/C","7337 Lewinsville Park Ct","Mclean","Fairfax, VA","4","3/1","Interior Row/Townhouse","06/14/26","Corcoran McEnearney (MCE3)","$1,050,000"
"VAFX2316942","RES","A/C","7808 Grovemont Dr","Mclean","Fairfax, VA","6","5/2","Detached","06/16/26","Compass (COMPS26)","$3,250,000"
"VAFX2319450","RES","A/C","1335 Macbeth St","Mclean","Fairfax, VA","4","3/1","Detached","07/02/26","KW United (KWR30)","$1,619,000"
"VAFX2317794","RES","A/C","1521 Forest Villa Ln","Mclean","Fairfax, VA","5","3/0","Detached","06/16/26","Compass (COMPS5)","$1,650,000"
"VAFX2317894","RES","A/C","710 Live Oak Dr","Mclean","Fairfax, VA","4","3/1","Detached","06/14/26","Compass (COMPS20)","$2,100,000"
"VAFX2316612","RES","A/C","7619 Huntmaster Ln","Mclean","Fairfax, VA","4","2/1","Detached","06/15/26","Long & Foster Real Estate, Inc. (LNG78)","$1,500,000"
"VAFX2316250","RES","A/C","1504 Lincoln Way #323","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","06/18/26","Samson Properties (SAMP33)","$285,000"
"VAFX2315792","RES","A/C","7621 Provincial Dr #307","Mclean","Fairfax, VA","2","1/0","Unit/Flat/Apartment","06/11/26","NHT Real Estate LLC (NHTRE1)","$300,000"
"VAFX2314338","RES","A/C","1800 Old Meadow Rd #1018","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/05/26","Weichert, REALTORS (WEI58)","$445,000"
"VAFX2312584","RES","A/C","1601 Spring Gate Dr #1307","Mclean","Fairfax, VA","1","1/0","Other","06/03/26","Keller Williams Capital Properties (KWCP3)","$310,000"
"VAFX2312230","RES","A/C","1800 Old Meadow Rd #909","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","06/24/26","Brock Realty (BRCK1)","$249,000"
"VAFX2312020","RES","A/C","6530 Fairlawn Dr","Mclean","Fairfax, VA","4","3/0","Detached","05/23/26","REALTYPEOPLE (RLTYPL1)","$1,299,000"
"VAFX2311156","RES","A/C","6719 Wemberly Way","Mclean","Fairfax, VA","6","6/2","Detached","05/19/26","TTR Sotheby's International Realty (TTRS5)","$5,750,000"
"VAFX2310102","RES","A/C","6908 Southridge Dr","Mclean","Fairfax, VA","7","6/1","Detached","06/06/26","Innovation Properties, LLC (ZOOME1)","$3,149,888"
"VAFX2309706","RES","A/C","2020 Rhode Island Ave","Mclean","Fairfax, VA","5","4/1","Detached","06/11/26","Serhant (SERH2)","$3,150,000"
"VAFX2308094","RES","A/C","6718 Lowell Ave #PH 907","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","06/30/26","McWilliams/Ballard Inc. (MCWB1)","$1,549,900"
"VAFX2307834","RES","A/C","1736 Great Falls St","Mclean","Fairfax, VA","7","7/1","Detached","06/06/26","Innovation Properties, LLC (ZOOME1)","$2,788,888"
"VAFX2307120","RES","A/C","6809 Sorrel St","Mclean","Fairfax, VA","6","6/3","Detached","05/13/26","Weichert, REALTORS (WEI70)","$3,950,000"
"VAFX2292340","RES","A/C","6811 Wemberly Way","Mclean","Fairfax, VA","6","7/2","Detached","06/10/26","Washington Fine Properties, LLC (WFP4)","$7,995,000"
"VAFX2304608","RES","A/C","1601 Spring Gate Dr #1204","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/14/26","Coldwell Banker Realty - Washington (CBRB106)","$505,000"
"VAFX2301542","RES","A/C","7416 Eldorado St","Mclean","Fairfax, VA","3","2/2","End of Row/Townhouse","05/30/26","Samson Properties (SAMP4)","$879,900"
"VAFX2302562","RES","A/C","8360 Greensboro Dr #806","Mclean","Fairfax, VA","1","1/1","Unit/Flat/Apartment","05/09/26","Samson Properties (SAMP6)","$450,000"
"VAFX2297284","RES","A/C","6605 Jerry Pl","Mclean","Fairfax, VA","7","7/2","Detached","05/23/26","Fairfax Realty Select (FXR1)","$2,699,990"
"VAFX2291374","RES","A/C","1223 Somerset Dr","Mclean","Fairfax, VA","6","6/3","Detached","06/20/26","Washington Fine Properties, LLC (WFP4)","$5,750,000"
"VAFX2301900","RES","A/C","2107 Elliott Ave","Mclean","Fairfax, VA","6","5/2","Detached","07/01/26","Washington Fine Properties, LLC (WFP4)","$4,195,000"
"VAFX2292552","RES","A/C","1438 Brookhaven Dr","Mclean","Fairfax, VA","4","3/0","Detached","06/18/26","Long & Foster Real Estate, Inc. (LNG84)","$1,399,000"
"VAFX2299494","RES","A/C","8370 Greensboro Dr #310","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/15/26","eXp Realty LLC (EXPY12)","$475,000"
"VAFX2298942","RES","A/C","1645 International Dr #TH-18","Mclean","Fairfax, VA","2","2/1","Interior Row/Townhouse","04/22/26","Keller Williams Capital Properties (KWCP3)","$585,000"
"VAFX2298192","RES","A/C","6800 Fleetwood Rd #818","Mclean","Fairfax, VA","2","2/0","Penthouse Unit/Flat/Apartment","07/02/26","Spring Hill Real Estate, LLC. (SHIL1)","$345,000"
"VAFX2295488","RES","A/C","1102 Mill Rdg","Mclean","Fairfax, VA","6","6/1","Detached","06/28/26","Washington Fine Properties, LLC (WFP4)","$4,995,000"
"VAFX2297416","RES","A/C","9012-A Old Dominion Dr","Mclean","Fairfax, VA","4","5/1","Detached","06/04/26","Long & Foster Real Estate, Inc. (LNG93)","$2,475,000"
