"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","List Office Name","Price"
"VAFX2231906","RES","CLS","932 Woburn Ct","Mclean","Fairfax, VA","5","5/2","Detached","06/13/25","Samson Properties (SAMP4)","$2,575,000"
"VAFX2232086","RES","CLS","7231 Vistas Ln","Mclean","Fairfax, VA","4","4/1","Twin/Semi-Detached","05/02/25","KW Metro Center (KWR19)","$1,257,500"
"VAFX2232168","RES","CLS","1441 Hampton Hill Cir","Mclean","Fairfax, VA","3","3/1","End of Row/Townhouse","05/13/25","Redfin Corporation (REFC1)","$1,415,000"
"VAFX2232146","RES","CLS","1305 Merchant Ln","Mclean","Fairfax, VA","6","6/2","Detached","10/23/25","EXP Realty, LLC (EXPY15)","$5,385,000"
"VAFX2231962","RES","CLS","6800 Fleetwood Rd #1013","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","05/16/25","Keller Williams Realty (KWR21)","$280,000"
"VAFX2231760","RES","CLS","6030 Woodland Ter","Mclean","Fairfax, VA","7","7/1","Detached","05/14/25","Compass (COMPS5)","$2,875,000"
"VAFX2230576","RES","CLS","7900 Old Cedar Ct","Mclean","Fairfax, VA","4","4/1","Detached","05/23/25","TTR Sothebys International Realty (TTRS3)","$2,275,000"
"VAFX2229464","RES","CLS","6634 Brawner St","Mclean","Fairfax, VA","4","3/1","Detached","05/20/25","Compass (COMPS5)","$2,050,000"
"VAFX2231944","RES","CLS","5963 Ranleigh Manor Dr","Mclean","Fairfax, VA","6","5/1","Detached","05/15/25","Compass (COMPS9)","$1,880,000"
"VAFX2219538","RES","CLS","1646 Colonial Hills Dr","Mclean","Fairfax, VA","3","3/2","Interior Row/Townhouse","05/19/25","Compass (COMPS5)","$1,235,000"
"VAFX2231120","RES","CLS","6303 Hunting Ridge Ln","Mclean","Fairfax, VA","4","3/1","Detached","05/30/25","Keller Williams Realty (KWR21)","$1,757,128"
"VAFX2231620","RES","CLS","6913 Benjamin St","Mclean","Fairfax, VA","6","7/2","Detached","05/16/25","Washington Fine Properties, LLC (WFP4)","$8,500,000"
"VAFX2224580","RES","CLS","6900 Fleetwood Rd #322","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","12/19/25","Long & Foster Real Estate, Inc. (LNG83)","$1,125,000"
"VAFX2231578","RES","CLS","1603 Aerie Ln","Mclean","Fairfax, VA","4","3/1","Detached","05/16/25","CENTURY 21 New Millennium (CENT2007)","$1,660,000"
"VAFX2229982","RES","CLS","7661 Provincial Dr #209","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/12/25","Samson Properties (SAMP24)","$369,836"
"VAFX2229224","RES","CLS","8824 Gallant Green Dr","Mclean","Fairfax, VA","4","4/1","Detached","06/11/25","Long & Foster Real Estate, Inc. (LNG338)","$2,600,000"
"VAFX2229060","RES","CLS","1127 Bellview Rd","Mclean","Fairfax, VA","5","4/1","Detached","06/05/25","Washington Fine Properties, LLC (WFP4)","$2,800,000"
"VAFX2231086","RES","CLS","1538 Hampton Hill Cir","Mclean","Fairfax, VA","3","3/1","Interior Row/Townhouse","05/29/25","TTR Sotheby's International Realty (TTRS8)","$1,400,000"
"VAFX2211528","RES","CLS","1549 Brookhaven Dr","Mclean","Fairfax, VA","7","7/2","Detached","11/18/25","Compass (COMPS5)","$3,400,000"
"VAFX2226166","RES","CLS","1801 Great Falls St","Mclean","Fairfax, VA","4","3","Detached","04/25/25","Compass (COMPS5)","$1,050,000"
"VAFX2228508","RES","CLS","1811 Lansing Ct","Mclean","Fairfax, VA","6","4/1","Detached","06/20/25","Long & Foster Real Estate, Inc. (LNG83)","$1,635,000"
"VAFX2219104","RES","CLS","1524 Lincoln Way #433","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","06/26/25","Chambers Theory, LLC (THRY1)","$375,000"
"VAFX2231378","RES","CLS","8023 Old Dominion Dr","Mclean","Fairfax, VA","4","4/1","Detached","05/30/25","Washington Fine Properties, LLC (WFP4)","$2,100,000"
"VAFX2229226","RES","CLS","1908 Wilson Ln #201","Mclean","Fairfax, VA","2","1","Unit/Flat/Apartment","05/12/25","Keller Williams Realty (KWR8)","$315,000"
"VAFX2229136","RES","CLS","1530 Spring Gate Dr #9310","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","05/22/25","Samson Properties (SAMP14)","$575,000"
"VAFX2231132","RES","CLS","1155 Randolph Rd","Mclean","Fairfax, VA","4","3/1","Interior Row/Townhouse","03/31/25","Keller Williams Fairfax Gateway (KWR12)","$1,125,000"
"VAFX2231118","RES","CLS","6504 Dryden Dr","Mclean","Fairfax, VA","4","3","Detached","04/01/25","KW United (KWR30)","$1,290,000"
"VAFX2220614","RES","CLS","6309 Dunaway Ct","Mclean","Fairfax, VA","5","3/1","Detached","03/28/25","Non Subscribing Office (NON1)","$1,975,000"
"VAFX2230394","RES","CLS","1316 Ozkan St","Mclean","Fairfax, VA","4","3/1","Detached","05/07/25","Weichert, REALTORS (WEI70)","$1,760,000"
"VAFX2230754","RES","CLS","1707 Westmoreland St","Mclean","Fairfax, VA","4","3","Detached","05/23/25","Keller Williams Realty (KWR21)","$1,150,000"
"VAFX2229858","RES","CLS","6800 Fleetwood Rd #820","Mclean","Fairfax, VA","3","2/0","Unit/Flat/Apartment","06/26/25","Long & Foster Real Estate, Inc. (LNG80)","$650,000"
"VAFX2229960","RES","CLS","7640 Provincial Dr #211","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/03/25","Property Collective (PROPCOL1)","$378,000"
"VAFX2225810","RES","CLS","7007 Hector Rd","Mclean","Fairfax, VA","3","3","Detached","04/18/25","REP Real Estate Partners (REPT1)","$1,601,026"
"VAFX2224752","RES","CLS","1035 Gelston Cir","Mclean","Fairfax, VA","5","3/1","Detached","05/16/25","Coldwell Banker Realty (CBRB47)","$1,750,000"
"VAFX2228614","RES","CLS","1239 Colonial Rd","Mclean","Fairfax, VA","4","3/1","Detached","04/21/25","Keller Williams Realty (KWR21)","$1,570,000"
"VAFX2230442","RES","CLS","7887 Jones Branch Dr #703","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","09/05/25","Compass (COMPS20)","$789,000"
"VAFX2230398","RES","CLS","7712 Spoleto Ln","Mclean","Fairfax, VA","4","4/1","End of Row/Townhouse","04/21/25","Berkshire Hathaway HomeServices PenFed Realty (PFED48)","$1,210,000"
"VAFX2225946","RES","CLS","6900 Fleetwood Rd #706","Mclean","Fairfax, VA","2","2/1","Penthouse Unit/Flat/Apartment","07/16/25","Corcoran McEnearney (MCE3)","$2,398,500"
"VAFX2230324","RES","CLS","1601 Spring Gate Dr #1305","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","05/23/25","Samson Properties (SAMP7)","$325,000"
"VAFX2229584","RES","CLS","4066 Rosamora Ct","Mclean","Fairfax, VA","5","3","Detached","05/21/25","Varity Homes (VARHME1)","$1,600,000"
"VAFX2219406","RES","CLS","6443 Hitt Ave","Mclean","Fairfax, VA","5","4/1","Detached","03/03/25","Non Subscribing Office (NON1)","$2,200,000"
"VAFX2222628","RES","CLS","7640 Provincial Dr #109","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","04/21/25","Compass (COMPS2)","$419,000"
"VAFX2229928","RES","CLS","1944 Massachusetts Ave","Mclean","Fairfax, VA","6","6/1","Detached","08/01/25","Keller Williams Realty (KWR21)","$3,595,000"
"VAFX2228728","RES","CLS","7558 Sawyer Farm Way #1404","Mclean","Fairfax, VA","3","2/1","Interior Row/Townhouse","06/18/25","Redfin Corporation (REFC1)","$1,180,000"
"VAFX2223032","RES","CLS","1188 Windrock Dr","Mclean","Fairfax, VA","6","6/2","Detached","07/22/25","Redfin Corporation (REFC1)","$3,030,000"
"VAFX2219612","RES","CLS","1222 Somerset Dr","Mclean","Fairfax, VA","5","5/1","Detached","07/07/25","Washington Fine Properties, LLC (WFP4)","$4,105,000"
"VAFX2219618","RES","CLS","1404 Kurtz Rd","Mclean","Fairfax, VA","6","6/2","Detached","06/12/25","Washington Fine Properties, LLC (WFP4)","$4,200,000"
"VAFX2229468","RES","CLS","6210 Kilcullen Dr","Mclean","Fairfax, VA","4","3","Detached","04/25/25","Corcoran McEnearney (MCE3)","$1,618,200"
"VAFX2229488","RES","CLS","6800 Fleetwood Rd #1206","Mclean","Fairfax, VA","2","2","Penthouse Unit/Flat/Apartment","05/16/25","Realty ONE Group Capital (ROGC2)","$440,000"
"VAFX2229320","RES","CLS","7388 Hallcrest Dr","Mclean","Fairfax, VA","3","3/1","End of Row/Townhouse","05/05/25","Long & Foster Real Estate, Inc. (LNG84)","$980,000"
"VAFX2223514","RES","CLS","6100 Solitaire Way","Mclean","Fairfax, VA","6","4/1","Detached","07/09/25","Weichert, REALTORS (WEI70)","$2,135,000"
"VAFX2229258","RES","CLS","6121 Long Meadow Rd","Mclean","Fairfax, VA","5","7/1","Detached","03/31/25","Compass (COMPS1)","$1,800,000"
"VAFX2218848","RES","CLS","1584 Highland Glen Pl","Mclean","Fairfax, VA","5","4/1","Detached","04/21/25","EXP Realty, LLC (EXPY4)","$2,275,000"
"VAFX2228912","RES","CLS","1837 Rupert St","Mclean","Fairfax, VA","7","7/1","Detached","11/07/25","Samson Properties (SAMP1)","$2,350,000"
"VAFX2228732","RES","CLS","1521 Spring Gate Dr #10206","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/13/25","Keller Williams Capital Properties (KWCP3)","$337,000"
"VAFX2228422","RES","CLS","2002 McFall St","Mclean","Fairfax, VA","7","7/1","Detached","09/03/25","Samson Properties (SAMP1)","$2,675,000"
"VAFX2228710","RES","CLS","1507 Lincoln Way #301B","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","05/19/25","Compass (COMPS5)","$379,000"
"VAFX2228698","RES","CLS","1003 Broad Branch Ct","Mclean","Fairfax, VA","5","5/1","Detached","04/18/25","Long & Foster Real Estate, Inc. (LNG83)","$2,089,000"
"VAFX2225224","RES","CLS","6156 Loch Raven Dr","Mclean","Fairfax, VA","4","3/0","Detached","05/02/25","Keller Williams Realty (KWR21)","$1,625,000"
"VAFX2228708","RES","CLS","1015 Turkey Run Rd","Mclean","Fairfax, VA","5","5","Detached","03/19/25","Non Subscribing Office (NON1)","$3,000,000"
"VAFX2227734","RES","CLS","6663 Madison McLean Dr","Mclean","Fairfax, VA","3","3/1","Interior Row/Townhouse","04/18/25","Compass (COMPS5)","$1,400,000"
"VAFX2228532","RES","CLS","1153 Old Gate Ct","Mclean","Fairfax, VA","5","3/1","Detached","06/10/25","Signature Home Realty LLC (PHHR1)","$1,795,000"
"VAFX2228302","RES","CLS","7600 Tremayne Pl #107","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/05/25","Samson Properties (SAMP6)","$319,000"
"VAFX2228286","RES","CLS","1427 Pathfinder Ln","Mclean","Fairfax, VA","3","2/1","Detached","04/14/25","Long & Foster Real Estate, Inc. (LNG83)","$1,427,225"
"VAFX2228258","RES","CLS","1614 Fielding Lewis Way","Mclean","Fairfax, VA","6","4/1","Detached","06/13/25","Compass (COMPS5)","$2,250,000"
"VAFX2224208","RES","CLS","1640 Warner Ave","Mclean","Fairfax, VA","4","3/0","Detached","03/27/25","Washington Fine Properties, LLC (WFP4)","$1,460,000"
"VAFX2220598","RES","CLS","1932 Poole Ln","Mclean","Fairfax, VA","6","6/2","Detached","01/31/25","Keller Williams Realty (KWR21)","$3,120,000"
"VAFX2225016","RES","CLS","1421 Mayhurst Blvd","Mclean","Fairfax, VA","5","4/1","Detached","04/21/25","EXP Realty, LLC (EXPY11)","$2,520,000"
"VAFX2226654","RES","CLS","1436 Laburnum St","Mclean","Fairfax, VA","5","3/2","Detached","05/19/25","Keller Williams Realty (KWR21)","$1,950,000"
"VAFX2227738","RES","CLS","6403 Old Dominion Dr","Mclean","Fairfax, VA","6","5/1","Detached","05/12/25","Redfin Corporation (REFC1)","$1,950,000"
"VAFX2228004","RES","CLS","1625 International Dr #116","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/30/25","JPAR Real Estate Professionals (REPG1)","$510,000"
"VAFX2227980","RES","CLS","8340 Greensboro Dr #112","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","10/01/25","TTR Sotheby's International Realty (TTRS5)","$780,000"
"VAFX2227350","RES","CLS","2052 Rockingham St","Mclean","Fairfax, VA","3","2","Detached","03/31/25","MCM Realty Company (MAR1)","$2,600,000"
"VAFX2227938","RES","CLS","1106 Towlston Rd","Mclean","Fairfax, VA","6","6/3","Detached","05/07/25","Keller Williams Realty (KWR21)","$3,300,000"
"VAFX2227934","RES","CLS","8350 Greensboro Dr #707","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/15/25","Keller Williams Realty (KWR21)","$550,000"
"VAFX2227920","RES","CLS","7551 Sawyer Farm Way #1703","Mclean","Fairfax, VA","4","3/1","End of Row/Townhouse","08/01/25","Pearson Smith Realty LLC (PSTH7)","$1,520,880"
"VAFX2227360","RES","CLS","7476 Backett Wood Ter","Mclean","Fairfax, VA","3","2/1","Interior Row/Townhouse","04/18/25","Pearson Smith Realty, LLC (PSTH1)","$1,315,000"
"VAFX2227328","RES","CLS","7661 Provincial Dr #113","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/22/25","Samson Properties (SAMP14)","$350,000"
"VAFX2224532","RES","CLS","1709 Forest Ln","Mclean","Fairfax, VA","4","3/1","Detached","04/25/25","Long & Foster Real Estate, Inc. (LNG83)","$1,800,000"
"VAFX2224980","RES","CLS","8023 Georgetown Pike","Mclean","Fairfax, VA","6","7/1","Detached","02/27/26","TTR Sothebys International Realty (TTRS3)","$4,699,999"
"VAFX2216776","RES","CLS","6512 Anna Maria Ct","Mclean","Fairfax, VA","4","3/1","Detached","03/12/25","Non Subscribing Office (NON1)","$1,850,000"
"VAFX2227370","RES","CLS","1800 Old Meadow Rd #322","Mclean","Fairfax, VA","3","4","Unit/Flat/Apartment","04/30/25","Corcoran McEnearney (MCE3)","$600,000"
"VAFX2226300","RES","CLS","6936 Espey Ln","Mclean","Fairfax, VA","6","5/1","Detached","05/19/25","Homecoin.com (HMECOIN1)","$2,355,000"
"VAFX2227226","RES","CLS","1504 Lincoln Way #114","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","04/08/25","Richey Real Estate Services (RCHY1)","$260,000"
"VAFX2226946","RES","CLS","1591 Spring Gate Dr #3407","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/15/25","Samson Properties (SAMP14)","$346,000"
"VAFX2226906","RES","CLS","745 Potomac River Rd","Mclean","Fairfax, VA","7","6/1","Detached","04/30/25","Keller Williams Realty (KWR21)","$2,198,000"
"VAFX2226708","RES","CLS","7005 Alicent Pl","Mclean","Fairfax, VA","3","2/2","Interior Row/Townhouse","04/04/25","Berkshire Hathaway HomeServices PenFed Realty (PFED36)","$948,500"
"VAFX2226542","RES","CLS","1221 Merchant Ln","Mclean","Fairfax, VA","6","3/2","Detached","03/11/25","Compass (COMPS5)","$2,699,000"
"VAFX2226590","RES","CLS","893 Georgetown Ridge Ct","Mclean","Fairfax, VA","6","7/2","Detached","05/05/25","Long & Foster Real Estate, Inc. (LNG83)","$3,950,000"
"VAFX2226544","RES","CLS","6519 Brawner St","Mclean","Fairfax, VA","3","2/1","Detached","03/07/25","Non Subscribing Office (NON1)","$1,550,000"
"VAFX2226386","RES","CLS","1641 Maddux Ln","Mclean","Fairfax, VA","6","3/1","Detached","04/22/25","Brock Realty (BRCK1)","$1,640,000"
"VAFX2225430","RES","CLS","1262 Kensington Rd","Mclean","Fairfax, VA","4","4","Detached","09/15/25","Keller Williams Realty (KWR21)","$1,050,000"
"VAFX2223050","RES","CLS","6470 Kedleston Ct","Mclean","Fairfax, VA","7","6/3","Detached","04/22/25","TTR Sotheby's International Realty (TTRS2)","$8,250,000"
"VAFX2218576","RES","CLS","1469 Hampton Hill Cir","Mclean","Fairfax, VA","3","4","End of Row/Townhouse","03/06/25","Non Subscribing Office (NON1)","$1,201,000"
"VAFX2225740","RES","CLS","6804 Thompson Crest Ct","Mclean","Fairfax, VA","3","4/1","Interior Row/Townhouse","04/16/25","Samson Properties (SAMP5)","$1,175,000"
"VAFX2225530","RES","CLS","8350 Greensboro Dr #1008","Mclean","Fairfax, VA","2","2","Penthouse Unit/Flat/Apartment","04/29/25","Corcoran McEnearney (MCE3)","$589,000"
"VAFX2225454","RES","CLS","933 Bellview Rd","Mclean","Fairfax, VA","6","8/0","Detached","12/22/25","Compass (COMPS6)","$2,800,000"
"VAFX2225794","RES","CLS","6900 Fleetwood Rd #401","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/18/25","Keller Williams Realty (KWR21)","$1,500,000"
"VAFX2220498","RES","CLS","1118 Ingleside Ave","Mclean","Fairfax, VA","5","4/1","Detached","04/15/25","Washington Fine Properties, LLC (WFP4)","$3,700,000"
"VAFX2224570","RES","CLS","1735 Chain Bridge Rd","Mclean","Fairfax, VA","2","2","Detached","04/08/25","Keller Williams Realty (KWR21)","$848,535"
"VAFX2225628","RES","CLS","4118 River St N","Mclean","Fairfax, VA","5","4/1","Detached","05/02/25","Real Broker, LLC (REKL10)","$1,775,000"
"VAFX2223770","RES","CLS","8301 Fox Haven Dr","Mclean","Fairfax, VA","5","5/2","Detached","04/30/25","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$2,900,000"
"VAFX2225252","RES","CLS","1100 Pine Hill Rd","Mclean","Fairfax, VA","4","3/1","End of Row/Townhouse","04/03/25","Property Collective (PROPCOL1)","$1,230,000"
"VAFX2225438","RES","CLS","1530 Lincoln Way #101","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","05/08/25","S & S Realty & Investment, LLC (SSAM1)","$260,000"
"VAFX2221808","RES","CLS","7105 Sea Cliff Rd","Mclean","Fairfax, VA","5","3","Detached","03/27/25","Samson Properties (SAMP5)","$1,388,000"
"VAFX2223296","RES","CLS","1402 Ingeborg Ct","Mclean","Fairfax, VA","4","3/1","Detached","05/13/25","KW Metro Center (KWR17)","$1,850,000"
"VAFX2220316","RES","CLS","8220 Crestwood Heights Dr #1310","Mclean","Fairfax, VA","1","2","Unit/Flat/Apartment","07/02/25","Long & Foster Real Estate, Inc. (LNG83)","$549,000"
"VAFX2224794","RES","CLS","1554 Forest Villa Ln","Mclean","Fairfax, VA","5","3/1","Detached","04/30/25","Compass (COMPS4)","$1,599,000"
"VAFX2223578","RES","CLS","7404 Seneca Ridge Dr","Mclean","Fairfax, VA","2","2/3","Interior Row/Townhouse","03/28/25","RE/MAX Real Estate Connections (RAES4)","$1,200,000"
"VAFX2224966","RES","CLS","1641 International Dr #312","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","03/27/25","EXP Realty, LLC (EXPY5)","$674,900"
"VAFX2224782","RES","CLS","7805 Grovemont Dr","Mclean","Fairfax, VA","6","7/2","Detached","07/22/25","CENTURY 21 New Millennium (CENT2007)","$8,150,000"
"VAFX2224522","RES","CLS","8350 Greensboro Dr #810","Mclean","Fairfax, VA","2","1/1","Unit/Flat/Apartment","03/17/25","RE/MAX Galaxy (RMAX786)","$475,000"
"VAFX2224498","RES","CLS","1808 Old Meadow Rd #301","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","05/16/25","Taj Properties (TAJP1)","$318,000"
"VAFX2222578","RES","CLS","1522 Forest Ln","Mclean","Fairfax, VA","4","4/1","Detached","05/15/25","Keller Williams Realty (KWR21)","$2,150,000"
"VAFX2222488","RES","CLS","1436 Layman St","Mclean","Fairfax, VA","5","3","Detached","06/20/25","RLAH @properties (RLAH3)","$1,300,000"
"VAFX2222184","RES","CLS","8370 Greensboro Dr #1001","Mclean","Fairfax, VA","3","3","Penthouse Unit/Flat/Apartment","07/10/25","KW Metro Center (KWR9)","$715,000"
"VAFX2224148","RES","CLS","1548 Davidson Rd","Mclean","Fairfax, VA","6","5/1","Detached","04/11/25","Washington Fine Properties, LLC (WFP4)","$2,750,000"
"VAFX2223998","RES","CLS","1806 Dumbarton St","Mclean","Fairfax, VA","6","5/2","Detached","12/19/25","Realty Advantage of Maryland LLC (RADVTG1)","$3,300,000"
"VAFX2223974","RES","CLS","1504 Lincoln Way #315","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","03/06/25","Realty2U Inc. (RLTU1)","$412,000"
"VAFX2223416","RES","CLS","1610 Woodmoor Ln","Mclean","Fairfax, VA","6","5","Detached","04/03/25","Brock Realty (BRCK1)","$1,995,000"
"VAFX2220248","RES","CLS","1105 Carper St","Mclean","Fairfax, VA","4","3","Detached","02/25/25","Non Subscribing Office (NON1)","$1,400,000"
"VAFX2204564","RES","CLS","1246 Rachel Rd","Mclean","Fairfax, VA","5","4/1","Detached","03/25/25","Long & Foster Real Estate, Inc. (LNG83)","$1,810,000"
"VAFX2216118","RES","CLS","1491 Evans Farm Dr","Mclean","Fairfax, VA","5","5/1","Detached","04/11/25","Compass (COMPS5)","$2,400,000"
"VAFX2223586","RES","CLS","1567 McLean Commons Ct","Mclean","Fairfax, VA","4","3/1","Interior Row/Townhouse","03/17/25","Compass (COMPS7)","$1,212,500"
"VAFX2223406","RES","CLS","1524 Lincoln Way #315","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/25/25","Redfin Corp (REFC2)","$418,000"
"VAFX2223322","RES","CLS","7378 Eldorado St","Mclean","Fairfax, VA","3","3/1","Interior Row/Townhouse","03/14/25","Century 21 Redwood Realty (RDWG1)","$935,000"
"VAFX2222726","RES","CLS","1070 Vista Dr","Mclean","Fairfax, VA","5","5/3","Detached","08/22/25","RLAH @properties (RLAH3)","$3,450,000"
"VAFX2221970","RES","CLS","8896 Olson Ct","Mclean","Fairfax, VA","6","7/1","Detached","03/05/25","Samson Properties (SAMP8)","$3,390,000"
"VAFX2217620","RES","CLS","912 Centrillion Dr","Mclean","Fairfax, VA","5","5/1","Detached","09/03/25","Long & Foster Real Estate, Inc. (LNG86)","$2,838,000"
"VAFX2222926","RES","CLS","1800 Old Meadow Rd #306","Mclean","Fairfax, VA","3","2/1","Unit/Flat/Apartment","04/02/25","Samson Properties (SAMP2)","$565,000"
"VAFX2222338","RES","CLS","1415 Homeric Ct","Mclean","Fairfax, VA","7","7/1","Detached","06/24/25","Samson Properties (SAMP1)","$2,375,000"
"VAFX2222344","RES","CLS","1812 Opalocka Dr","Mclean","Fairfax, VA","6","6/1","Detached","04/14/25","Samson Properties (SAMP1)","$2,245,000"
"VAFX2223076","RES","CLS","1907 Bargo Ct","Mclean","Fairfax, VA","6","6/1","Detached","05/12/25","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$3,999,900"
"VAFX2222644","RES","CLS","1524 Lincoln Way #214","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","08/06/25","Long & Foster Real Estate, Inc. (LNG127)","$249,000"
"VAFX2222462","RES","CLS","1511 Lincoln Way #204B","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","03/28/25","Long & Foster Real Estate, Inc. (LNG127)","$395,000"
"VAFX2222342","RES","CLS","6707 Old Chesterbrook Rd","Mclean","Fairfax, VA","4","3/0","Detached","03/20/25","Pearson Smith Realty, LLC (PSTH3)","$1,320,000"
"VAFX2222570","RES","CLS","1625 International Dr #TH-2","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","04/14/25","Redfin Corporation (REFC1)","$500,000"
"VAFX2222042","RES","CLS","6800 Fleetwood Rd #810","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","04/07/25","RE/MAX Allegiance (RMAX27)","$440,000"
"VAFX2219860","RES","CLS","6140 Ramshorn Dr","Mclean","Fairfax, VA","4","3/1","Detached","03/31/25","Casey Margenau Fine Homes and Estates LLC (CMFH1)","$1,650,000"
"VAFX2220122","RES","CLS","7346 Eldorado St","Mclean","Fairfax, VA","3","3/1","End of Row/Townhouse","03/14/25","EXP Realty, LLC (EXPY11)","$955,350"
"VAFX2222300","RES","CLS","1532 Lincoln Way #302","Mclean","Fairfax, VA","1","1","Penthouse Unit/Flat/Apartment","04/02/25","United Realty, Inc. (URI1)","$299,000"
"VAFX2220884","RES","CLS","1617 Woodmoor Ln","Mclean","Fairfax, VA","6","6/1","Detached","07/22/25","Keller Williams Realty (KWR8)","$3,590,000"
"VAFX2221904","RES","CLS","8370 Greensboro Dr #203","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","11/14/25","Spring Hill Real Estate, LLC. (SHIL1)","$400,000"
"VAFX2220942","RES","CLS","8421 Holly Leaf Dr","Mclean","Fairfax, VA","5","4/1","Detached","04/14/25","Washington Fine Properties, LLC (WFP4)","$2,081,000"
"VAFX2221280","RES","CLS","1524 Lincoln Way #106","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","03/20/25","Redfin Corporation (REFC1)","$310,000"
"VAFX2216424","RES","CLS","8126 Birnam Wood Dr","Mclean","Fairfax, VA","4","3/1","Detached","03/06/25","EXP Realty, LLC (EXPY11)","$1,705,000"
"VAFX2220896","RES","CLS","1071 Spring Hill Rd","Mclean","Fairfax, VA","5","4/1","Detached","06/06/25","Long & Foster Real Estate, Inc. (LNG83)","$1,870,000"
"VAFX2221188","RES","CLS","7134 Merrimac Dr","Mclean","Fairfax, VA","4","3/1","Detached","03/24/25","Brock Realty (BRCK1)","$1,900,000"
"VAFX2221036","RES","CLS","8370 Greensboro Dr #122","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/19/25","Corcoran McEnearney (MCE3)","$562,500"
"VAFX2221046","RES","CLS","6401 Oak Meadow Way","Mclean","Fairfax, VA","5","4/1","Detached","03/07/25","Berkshire Hathaway HomeServices PenFed Realty (PFED17)","$1,850,000"
"VAFX2220938","RES","CLS","1450 Emerson Ave #312","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","01/13/25","Non Subscribing Office (NON1)","$1,150,000"
"VAFX2220534","RES","CLS","1905 Lamson Pl","Mclean","Fairfax, VA","3","3/0","Detached","05/13/25","Keller Williams Realty (KWR21)","$1,263,500"
"VAFX2220712","RES","CLS","7843 Enola St #212","Mclean","Fairfax, VA","2","1","Unit/Flat/Apartment","05/01/25","Samson Properties (SAMP4)","$305,000"
"VAFX2220426","RES","CLS","6307 Evermay Dr","Mclean","Fairfax, VA","5","3/1","Detached","03/17/25","TTR Sothebys International Realty (TTRS3)","$2,135,000"
"VAFX2217780","RES","CLS","6503 Dryden Dr","Mclean","Fairfax, VA","5","3","Detached","02/21/25","Compass (COMPS4)","$1,395,000"
"VAFX2220120","RES","CLS","1669 East Ave","Mclean","Fairfax, VA","3","2","Detached","01/01/25","Brushstroke Properties (BRUSHS1)","$1,375,000"
"VAFX2215642","RES","CLS","1219 Kensington Rd","Mclean","Fairfax, VA","4","3/1","Detached","02/27/25","Samson Properties (SAMP6)","$1,305,000"
"VAFX2220106","RES","CLS","1645 International Dr #223","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","03/11/25","Compass (COMPS5)","$498,000"
"VAFX2219838","RES","CLS","1700 Birch Rd","Mclean","Fairfax, VA","0","","Detached","04/07/25","Weichert, REALTORS (WEI70)","$1,225,000"
"VAFX2219812","RES","CLS","6651 Old Chesterbrook Rd","Mclean","Fairfax, VA","0","/0","Detached","03/26/25","KW Metro Center (KWR9)","$1,425,000"
"VAFX2219710","RES","CLS","7504 Sawyer Farm Way #1515","Mclean","Fairfax, VA","3","2/1","Interior Row/Townhouse","03/14/25","Washington Fine Properties, LLC (WFP4)","$890,000"
